ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,exposure,bottleneck,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,confidence_level,confidence_score,match_quality
51931,Undertaker,SERVICE AND SALES WORKERS,4137,3000,4735,0.2243,0.9162,0.6231,0.7819,0.0147,very_low,0.1281,low,ai_leveraged,high,0.7667,direct
51312,Waiter,SERVICE AND SALES WORKERS,1565,1400,2099,0.1626,0.0365,0.4885,0.8290,0.1298,low,0.0029,very_low,stable,high,0.8381,direct
62212,Aquarium fish farm worker,AGRICULTURAL AND FISHERY WORKERS,3630,3165,4069,0.0250,0.3547,0.5530,0.8064,0.0130,very_low,0.0049,very_low,stable,medium,0.7000,direct
61133,Gardener and horticultural worker,AGRICULTURAL AND FISHERY WORKERS,1800,1750,1900,0.3210,0.3806,0.3935,0.8623,0.1715,moderate,0.0481,very_low,stable,high,0.7667,direct
61131,Landscape and plant nursery supervisor,AGRICULTURAL AND FISHERY WORKERS,2575,1750,3500,0.3210,0.3806,0.6238,0.7817,0.1554,moderate,0.0762,low,stable,high,0.7667,direct
71271,Air-conditioning/Refrigeration equipment mechanic,CRAFTSMEN AND RELATED TRADES WORKERS,3263,2475,4003,0.1356,0.6061,0.2756,0.9035,0.0483,very_low,0.0226,very_low,stable,medium,0.5375,direct
72310,Automotive mechanic,CRAFTSMEN AND RELATED TRADES WORKERS,2776,2160,3400,0.1033,0.6078,0.2382,0.9166,0.0371,very_low,0.0150,very_low,stable,high,0.7667,direct
75121,Baker,CRAFTSMEN AND RELATED TRADES WORKERS,2210,1500,3083,0.1963,0.1007,0.2664,0.9068,0.1600,moderate,0.0053,very_low,stable,high,0.7667,direct
71331,Building maintenance worker,CRAFTSMEN AND RELATED TRADES WORKERS,3245,2438,4461,0.1070,0.7611,0.3199,0.8881,0.0227,very_low,0.0260,very_low,stable,medium,0.7000,direct
71311,Building painter,CRAFTSMEN AND RELATED TRADES WORKERS,1600,1600,2450,0.4090,0.0232,0.1147,0.9599,0.3834,high,0.0011,very_low,at_risk,high,0.7667,direct
75110,"Butcher, fishmonger and related food preparer",CRAFTSMEN AND RELATED TRADES WORKERS,2772,2593,3142,0.1470,0.1355,0.1808,0.9367,0.1190,low,0.0036,very_low,stable,medium,0.5621,direct
71151,Carpenter,CRAFTSMEN AND RELATED TRADES WORKERS,2902,2110,4209,0.0740,0.8422,0.3234,0.8868,0.0103,very_low,0.0202,very_low,stable,high,0.7667,direct
74121,Electrical fitter,CRAFTSMEN AND RELATED TRADES WORKERS,2200,1750,3429,0.2077,0.6622,0.2489,0.9129,0.0640,low,0.0342,very_low,stable,high,0.7667,direct
74123,Electrical household appliance repairer,CRAFTSMEN AND RELATED TRADES WORKERS,2797,1900,3323,0.2077,0.6622,0.2771,0.9030,0.0633,low,0.0381,very_low,stable,high,0.7667,direct
74122,"Electrical lift, escalator and related equipment fitter",CRAFTSMEN AND RELATED TRADES WORKERS,4108,3072,5152,0.2077,0.6622,0.3095,0.8917,0.0625,low,0.0426,very_low,stable,high,0.7667,direct
74110,Electrician,CRAFTSMEN AND RELATED TRADES WORKERS,3000,2145,4300,0.1320,0.8841,0.3309,0.8842,0.0135,very_low,0.0386,very_low,stable,high,0.7667,direct
71220,Floor/Wall tiler,CRAFTSMEN AND RELATED TRADES WORKERS,1600,1400,2878,0.0596,0.1408,0.2084,0.9270,0.0475,very_low,0.0018,very_low,stable,medium,0.5830,direct
75440,Fumigator and other pest and weed controller,CRAFTSMEN AND RELATED TRADES WORKERS,2300,2050,2507,0.0721,0.1783,0.1387,0.9514,0.0564,low,0.0018,very_low,stable,high,0.7667,direct
72392,Industrial/Office machinery mechanic,CRAFTSMEN AND RELATED TRADES WORKERS,4012,3254,4974,0.1427,0.5980,0.2785,0.9025,0.0518,low,0.0238,very_low,stable,high,0.7043,direct
71152,Joiner,CRAFTSMEN AND RELATED TRADES WORKERS,2411,1600,3615,0.0740,0.8422,0.3120,0.8908,0.0104,very_low,0.0194,very_low,stable,high,0.7667,direct
74001,Lift supervisor,CRAFTSMEN AND RELATED TRADES WORKERS,4813,4142,6730,0.4480,0.9314,0.3070,0.8925,0.0274,very_low,0.1281,low,ai_leveraged,high,0.7667,direct
72222,Locksmith,CRAFTSMEN AND RELATED TRADES WORKERS,3285,3131,4609,0.1732,0.2299,0.2518,0.9119,0.1216,low,0.0100,very_low,stable,high,0.7667,direct
72391,Machinery mechanic,CRAFTSMEN AND RELATED TRADES WORKERS,2910,1800,4100,0.1427,0.5980,0.3566,0.8752,0.0502,low,0.0304,very_low,stable,high,0.7043,direct
73113,Medical device assembler/repairer,CRAFTSMEN AND RELATED TRADES WORKERS,3714,2791,5076,0.2424,0.1114,0.3302,0.8844,0.1905,moderate,0.0089,very_low,stable,high,0.7667,direct
72110,Metal moulder and coremaker,CRAFTSMEN AND RELATED TRADES WORKERS,3384,2626,3940,0.1732,0.2299,0.2614,0.9085,0.1212,low,0.0104,very_low,stable,high,0.7667,direct
75122,Pastry and confectionery maker,CRAFTSMEN AND RELATED TRADES WORKERS,2413,1500,3236,0.1963,0.1007,0.3024,0.8942,0.1578,moderate,0.0060,very_low,stable,high,0.7667,direct
71261,Plumber,CRAFTSMEN AND RELATED TRADES WORKERS,2400,1600,2880,0.1248,0.8645,0.2496,0.9126,0.0154,very_low,0.0269,very_low,stable,high,0.7249,direct
73210,Pre-press trades worker,CRAFTSMEN AND RELATED TRADES WORKERS,3568,3118,3967,0.3513,0.1150,0.2282,0.9201,0.2861,moderate,0.0092,very_low,at_risk,medium,0.4333,direct
71000,Supervisor/General foreman (building and related trades),CRAFTSMEN AND RELATED TRADES WORKERS,3480,2000,4800,0.2851,0.9234,0.3883,0.8641,0.0189,very_low,0.1022,low,stable,high,0.7667,direct
74002,"Supervisor/General foreman (electrical and electronic trades, excluding lift)",CRAFTSMEN AND RELATED TRADES WORKERS,4796,3383,6750,0.4480,0.9314,0.3723,0.8697,0.0267,very_low,0.1553,moderate,ai_leveraged,high,0.7667,direct
75000,"Supervisor/General foreman (food processing, woodworking, garment, leather and related trades)",CRAFTSMEN AND RELATED TRADES WORKERS,3861,3449,4000,0.2742,0.6471,0.2222,0.9222,0.0893,low,0.0394,very_low,stable,high,0.7667,direct
72000,"Supervisor/General foreman (metal, machinery and related trades)",CRAFTSMEN AND RELATED TRADES WORKERS,7712,4048,9090,0.2742,0.6471,0.4083,0.8571,0.0830,low,0.0724,low,stable,high,0.7667,direct
73000,"Supervisor/General foreman (precision, handicraft, printing and related trades)",CRAFTSMEN AND RELATED TRADES WORKERS,4739,3345,6489,0.2742,0.6471,0.3630,0.8730,0.0845,low,0.0644,low,stable,high,0.7667,direct
75310,Tailor/Dressmaker,CRAFTSMEN AND RELATED TRADES WORKERS,2098,1450,3500,0.0996,0.0250,0.2796,0.9022,0.0876,low,0.0007,very_low,stable,high,0.7315,direct
72221,Tool and die maker,CRAFTSMEN AND RELATED TRADES WORKERS,4017,3380,4763,0.1732,0.2299,0.2560,0.9104,0.1214,low,0.0102,very_low,stable,high,0.7667,direct
75410,Underwater diver,CRAFTSMEN AND RELATED TRADES WORKERS,4030,3320,5975,0.0971,0.8307,0.3330,0.8834,0.0145,very_low,0.0269,very_low,stable,high,0.7667,direct
73111,Watch and clock assembler/repairer,CRAFTSMEN AND RELATED TRADES WORKERS,4500,2925,6016,0.2424,0.1114,0.3808,0.8667,0.1867,moderate,0.0103,very_low,stable,high,0.7667,direct
72120,Welder and flame cutter,CRAFTSMEN AND RELATED TRADES WORKERS,3050,2300,4443,0.0783,0.0980,0.3223,0.8872,0.0627,low,0.0025,very_low,stable,high,0.7667,direct
83492,Airport mobile equipment operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3081,2526,3935,0.0684,0.4474,0.5360,0.8124,0.0307,very_low,0.0164,very_low,stable,high,0.7667,direct
83224,Ambulance driver,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2386,1848,3129,0.1588,0.3734,0.5721,0.7998,0.0796,low,0.0339,very_low,stable,high,0.8667,direct
83311,Bus driver,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3782,2289,5137,0.0846,0.1373,0.6601,0.7690,0.0561,low,0.0077,very_low,stable,high,0.7507,direct
83222,Chauffeur,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2743,2033,3593,0.1588,0.3734,0.6181,0.7837,0.0780,low,0.0367,very_low,stable,high,0.8667,direct
83323,Concrete mix truck driver,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2666,1600,3268,0.1667,0.2665,0.6045,0.7884,0.0964,low,0.0268,very_low,stable,medium,0.6147,direct
83432,Crane operator (on-site),PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3117,2953,3368,0.0802,0.5392,0.4786,0.8325,0.0308,very_low,0.0207,very_low,stable,medium,0.6184,direct
83431,Crane/Hoist operator (excluding port),PLANT AND MACHINE OPERATORS AND ASSEMBLERS,4979,3390,6496,0.0802,0.5392,0.6269,0.7806,0.0289,very_low,0.0271,very_low,stable,medium,0.6184,direct
81602,Dairy and confectionery products machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2553,1748,4514,0.1707,0.0624,0.6358,0.7775,0.1244,low,0.0068,very_low,stable,medium,0.6489,direct
83502,Deckhand (including lighterman),PLANT AND MACHINE OPERATORS AND ASSEMBLERS,1740,1630,2206,0.1276,0.8957,0.3777,0.8678,0.0115,very_low,0.0432,very_low,stable,medium,0.5059,direct
83212,Delivery man using motorised personal mobility aids/devices,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,1985,1700,2000,0.1667,0.2665,0.4434,0.8448,0.1033,low,0.0197,very_low,stable,high,0.7147,direct
82122,Electronic equipment/component assembler,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2017,1847,2520,0.1507,0.1087,0.4198,0.8531,0.1146,low,0.0069,very_low,stable,medium,0.6666,direct
83421,Excavating/Trench digging machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3098,2000,4998,0.0983,0.4813,0.6604,0.7689,0.0392,very_low,0.0312,very_low,stable,high,0.7270,direct
83441,Fork lift truck operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2500,1807,3163,0.0484,0.2424,0.5474,0.8084,0.0296,very_low,0.0064,very_low,stable,high,0.7372,direct
83321,Lorry driver,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2159,1600,3000,0.1667,0.2665,0.5353,0.8126,0.0993,low,0.0238,very_low,stable,medium,0.6147,direct
82110,Mechanical equipment/component assembler,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2084,1481,3025,0.2002,0.1515,0.5517,0.8069,0.1370,low,0.0167,very_low,stable,medium,0.6441,direct
82132,Mechanical products quality checker and tester,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,4354,3157,5496,0.2307,0.2068,0.5948,0.7918,0.1449,low,0.0284,very_low,stable,medium,0.4333,direct
81220,Metal heat treating plant operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,4652,3240,7480,0.0883,0.0713,0.6715,0.7650,0.0627,low,0.0042,very_low,stable,high,0.7087,direct
81210,"Metal melter, caster and rolling mill operator",PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2671,2568,3000,0.1844,0.4759,0.4608,0.8387,0.0811,low,0.0404,very_low,stable,high,0.7667,direct
81251,Metalworking machine setter-operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2809,2178,4045,0.0927,0.0544,0.5870,0.7946,0.0696,low,0.0030,very_low,stable,high,0.7494,direct
83000,Mobile machinery supervisor and general foreman,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2522,2457,2820,0.1008,0.4670,0.4497,0.8426,0.0453,very_low,0.0212,very_low,stable,medium,0.6333,submajor_fallback
83211,Motorcycle delivery man,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2080,1537,2626,0.1667,0.2665,0.5422,0.8102,0.0990,low,0.0241,very_low,stable,high,0.7147,direct
81830,Packing/Bottling/Labelling machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2101,1600,3020,0.0946,0.1319,0.5307,0.8143,0.0668,low,0.0066,very_low,stable,high,0.7078,direct
83225,Parking valet,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2372,2000,2800,0.1588,0.3734,0.5140,0.8201,0.0816,low,0.0305,very_low,stable,high,0.8667,direct
83501,Port limit helmsman/steersman/engine driver/tugmaster,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2683,2334,3284,0.1276,0.8957,0.4911,0.8281,0.0110,very_low,0.0561,low,stable,medium,0.5059,direct
81252,Precision grinding machine setter-operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3227,2740,3882,0.0927,0.0544,0.5143,0.8200,0.0719,low,0.0026,very_low,stable,high,0.7494,direct
81841,Printing machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2229,1700,3452,0.3513,0.1150,0.5674,0.8014,0.2492,moderate,0.0229,very_low,stable,medium,0.4333,direct
81501,Sewing machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2267,1738,3000,0.1020,0.0036,0.5189,0.8184,0.0832,low,0.0002,very_low,stable,high,0.7667,direct
81000,Stationary plant and machine supervisor/general foreman,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,4705,3343,7753,0.2742,0.6471,0.6729,0.7645,0.0740,low,0.1194,low,stable,high,0.7667,direct
82000,Supervisor/General foreman of assemblers and quality checkers,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,5775,3964,8000,0.2742,0.6471,0.6458,0.7740,0.0749,low,0.1146,low,stable,high,0.7667,direct
83322,Trailer-truck driver (including prime mover driver),PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2860,2056,3837,0.1667,0.2665,0.5913,0.7931,0.0969,low,0.0263,very_low,stable,medium,0.6147,direct
83110,Train operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2774,2542,3258,0.1482,0.7540,0.4793,0.8322,0.0303,very_low,0.0536,low,stable,medium,0.6470,direct
83223,Van driver,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2148,1500,2886,0.1588,0.3734,0.5896,0.7936,0.0790,low,0.0350,very_low,stable,high,0.8667,direct
83324,Waste truck driver (including hooklift trucks with roll-on containers),PLANT AND MACHINE OPERATORS AND ASSEMBLERS,4140,3441,4780,0.1667,0.2665,0.5239,0.8166,0.0998,low,0.0233,very_low,stable,medium,0.6147,direct
93333,Aircraft loader (e.g. airport baggage/cargo handler),"CLEANERS, LABOURERS AND RELATED WORKERS",3216,2402,3775,0.0453,0.2201,0.7258,0.7460,0.0263,very_low,0.0072,very_low,stable,high,0.7667,direct
96211,Bell captain,"CLEANERS, LABOURERS AND RELATED WORKERS",2427,2284,2720,0.2052,0.1194,0.6477,0.7733,0.1397,low,0.0159,very_low,stable,medium,0.5927,direct
96212,Bellboy/Hotel porter,"CLEANERS, LABOURERS AND RELATED WORKERS",2255,2078,2654,0.2052,0.1194,0.6491,0.7728,0.1396,low,0.0159,very_low,stable,medium,0.5927,direct
96261,Building caretaker/Watchman,"CLEANERS, LABOURERS AND RELATED WORKERS",2564,1682,3200,0.1127,0.2594,0.7743,0.7290,0.0608,low,0.0226,very_low,stable,medium,0.4333,direct
96256,Bus attendant,"CLEANERS, LABOURERS AND RELATED WORKERS",1400,1400,1600,0.2977,0.1595,0.5244,0.8165,0.2043,moderate,0.0249,very_low,stable,high,0.7667,direct
96254,Car park attendant,"CLEANERS, LABOURERS AND RELATED WORKERS",3126,1992,3889,0.2977,0.1595,0.7939,0.7221,0.1807,moderate,0.0377,very_low,stable,high,0.7667,direct
93100,Civil engineering/Building construction labourer,"CLEANERS, LABOURERS AND RELATED WORKERS",1550,1400,1660,0.0422,0.4688,0.5557,0.8055,0.0180,very_low,0.0110,very_low,stable,medium,0.6161,direct
91000,Cleaning supervisor,"CLEANERS, LABOURERS AND RELATED WORKERS",2210,1600,2976,0.3000,0.8209,0.7507,0.7372,0.0396,very_low,0.1849,moderate,ai_leveraged,high,0.7287,direct
96272,Concierge (hotel),"CLEANERS, LABOURERS AND RELATED WORKERS",3002,2580,3488,0.6575,0.3904,0.6834,0.7608,0.3050,high,0.1754,moderate,mixed,high,0.7667,direct
91153,Dishwasher,"CLEANERS, LABOURERS AND RELATED WORKERS",1684,1430,2091,0.0546,0.0143,0.6163,0.7843,0.0422,very_low,0.0005,very_low,stable,medium,0.6673,direct
96262,Doorman,"CLEANERS, LABOURERS AND RELATED WORKERS",2534,2380,2890,0.1127,0.2594,0.6548,0.7708,0.0643,low,0.0191,very_low,stable,medium,0.4333,direct
94103,Fast food preparer,"CLEANERS, LABOURERS AND RELATED WORKERS",1854,1600,2712,0.2442,0.1257,0.6841,0.7606,0.1624,moderate,0.0210,very_low,stable,medium,0.4333,direct
91151,Food and beverage establishments general cleaner,"CLEANERS, LABOURERS AND RELATED WORKERS",1600,1401,1819,0.0546,0.0143,0.5773,0.7979,0.0430,very_low,0.0004,very_low,stable,medium,0.6673,direct
94102,Food/Drink stall assistant,"CLEANERS, LABOURERS AND RELATED WORKERS",1638,1400,2056,0.2442,0.1257,0.6110,0.7862,0.1679,moderate,0.0188,very_low,stable,medium,0.4333,direct
96111,"General waste collection, recycling and material recovery worker","CLEANERS, LABOURERS AND RELATED WORKERS",1750,1550,2320,0.0765,0.2344,0.6333,0.7784,0.0456,very_low,0.0114,very_low,stable,high,0.7667,direct
91210,Hand launderer/presser (non-household),"CLEANERS, LABOURERS AND RELATED WORKERS",1600,1400,2022,0.0509,0.2816,0.5994,0.7902,0.0289,very_low,0.0086,very_low,stable,high,0.7667,direct
93201,Hand packer,"CLEANERS, LABOURERS AND RELATED WORKERS",1600,1538,1906,0.0521,0.1301,0.5695,0.8007,0.0363,very_low,0.0039,very_low,stable,medium,0.6820,direct
96253,Hospital/Clinic attendant,"CLEANERS, LABOURERS AND RELATED WORKERS",2459,2138,2817,0.2977,0.1595,0.6623,0.7682,0.1922,moderate,0.0315,very_low,stable,high,0.7667,direct
91122,Hotel cleaner,"CLEANERS, LABOURERS AND RELATED WORKERS",2019,1800,2274,0.0646,0.0784,0.6274,0.7804,0.0465,very_low,0.0032,very_low,stable,high,0.7346,direct
91121,Housekeeping/Linen room attendant,"CLEANERS, LABOURERS AND RELATED WORKERS",1950,1600,2307,0.0646,0.0784,0.6474,0.7734,0.0461,very_low,0.0033,very_low,stable,high,0.7346,direct
94101,Kitchen assistant,"CLEANERS, LABOURERS AND RELATED WORKERS",1600,1400,2192,0.2442,0.1257,0.6226,0.7821,0.1670,moderate,0.0191,very_low,stable,medium,0.4333,direct
96252,Laboratory attendant,"CLEANERS, LABOURERS AND RELATED WORKERS",2651,1850,4093,0.2977,0.1595,0.8156,0.7145,0.1788,moderate,0.0387,very_low,stable,high,0.7667,direct
92142,Landscape worker,"CLEANERS, LABOURERS AND RELATED WORKERS",1800,1750,1902,0.0702,0.1684,0.5905,0.7933,0.0463,very_low,0.0070,very_low,stable,medium,0.4333,direct
96291,Leaflet and newspaper distributor/deliverer,"CLEANERS, LABOURERS AND RELATED WORKERS",1600,1600,2244,0.1096,0.2754,0.5916,0.7930,0.0630,low,0.0179,very_low,stable,medium,0.5667,submajor_fallback
91220,Motor vehicle cleaner/polisher,"CLEANERS, LABOURERS AND RELATED WORKERS",1700,1400,2100,0.0571,0.0570,0.6279,0.7802,0.0420,very_low,0.0020,very_low,stable,high,0.7667,direct
93336,Mover,"CLEANERS, LABOURERS AND RELATED WORKERS",2223,1700,3500,0.0453,0.2201,0.7832,0.7259,0.0256,very_low,0.0078,very_low,stable,high,0.7667,direct
96293,Odd job person,"CLEANERS, LABOURERS AND RELATED WORKERS",1600,1600,1800,0.1096,0.2754,0.5589,0.8044,0.0639,low,0.0169,very_low,stable,medium,0.5667,submajor_fallback
91131,"Office, commercial and industrial establishments indoor cleaner","CLEANERS, LABOURERS AND RELATED WORKERS",1641,1440,1801,0.0646,0.0784,0.5782,0.7976,0.0475,very_low,0.0029,very_low,stable,high,0.7346,direct
91133,"Office, commercial and industrial establishments multi-skilled cleaner cum machine operator","CLEANERS, LABOURERS AND RELATED WORKERS",2270,1908,2873,0.0646,0.0784,0.6894,0.7587,0.0452,very_low,0.0035,very_low,stable,high,0.7346,direct
91132,"Office, commercial and industrial establishments outdoor cleaner","CLEANERS, LABOURERS AND RELATED WORKERS",1942,1753,2125,0.0646,0.0784,0.6142,0.7850,0.0467,very_low,0.0031,very_low,stable,high,0.7346,direct
96251,Office/Library attendant,"CLEANERS, LABOURERS AND RELATED WORKERS",2118,1600,3080,0.2977,0.1595,0.7518,0.7369,0.1843,moderate,0.0357,very_low,stable,high,0.7667,direct
96213,Porter (except hotel),"CLEANERS, LABOURERS AND RELATED WORKERS",1712,1536,2018,0.2052,0.1194,0.5967,0.7911,0.1429,low,0.0146,very_low,stable,medium,0.5927,direct
91161,Residential and open areas general cleaner,"CLEANERS, LABOURERS AND RELATED WORKERS",1750,1600,2060,0.0496,0.1034,0.5998,0.7901,0.0352,very_low,0.0031,very_low,stable,medium,0.6235,direct
96255,"Sports and recreational attendant (e.g. golf marshal, golf caddie, fun fair attendant, bowling alley attendant, swimming","CLEANERS, LABOURERS AND RELATED WORKERS",2980,2350,3800,0.2977,0.1595,0.7279,0.7452,0.1864,moderate,0.0346,very_low,stable,high,0.7667,direct
91152,Table-top cleaner,"CLEANERS, LABOURERS AND RELATED WORKERS",1670,1420,1840,0.0546,0.0143,0.5878,0.7943,0.0428,very_low,0.0005,very_low,stable,medium,0.6673,direct
94104,"Tea server/steward (excluding bartender, barista and food/drink stall assistant)","CLEANERS, LABOURERS AND RELATED WORKERS",1725,1570,2084,0.2442,0.1257,0.5999,0.7900,0.1687,moderate,0.0184,very_low,stable,medium,0.4333,direct
92141,Tree worker/technician,"CLEANERS, LABOURERS AND RELATED WORKERS",1921,1878,2100,0.0702,0.1684,0.6037,0.7887,0.0461,very_low,0.0071,very_low,stable,medium,0.4333,direct
93335,Vehicle attendant,"CLEANERS, LABOURERS AND RELATED WORKERS",2620,2000,3129,0.0453,0.2201,0.7119,0.7508,0.0265,very_low,0.0071,very_low,stable,high,0.7667,direct
93334,Warehouse worker,"CLEANERS, LABOURERS AND RELATED WORKERS",2458,2070,3114,0.0453,0.2201,0.6951,0.7567,0.0267,very_low,0.0069,very_low,stable,high,0.7667,direct
96112,Waste recycling sorter,"CLEANERS, LABOURERS AND RELATED WORKERS",2110,1801,3639,0.0765,0.2344,0.7682,0.7311,0.0428,very_low,0.0138,very_low,stable,high,0.7667,direct
