ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,estimated_sg_employment_thousands,employment_thousands,employment_basis,employment_tier,bls_proxy_employment,wage_pool_proxy_tier,exposure,bottleneck,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,structural_risk,structural_risk_band,transition_adjusted_risk,transition_adjusted_band,transition_adjusted_impact_type,realized_risk_proxy,adaptation_capacity,adaptation_buffer,demand_fragility,reallocation_capacity,profile,anthropic_calibrated,anthropic_gap,sol_match,jobs_in_demand_match,exposure_blend_strategy,exposure_agreement,exposure_source_count,exposure_source_weights,signal_conflict,signal_conflict_reasons,confidence_level,confidence_score,confidence_source_coverage,confidence_signal_agreement,confidence_sensitivity,structural_model_version,scoring_basis,baseline_v42_exposure,baseline_v42_net_risk,baseline_v42_risk_band,baseline_v42_augmentation,baseline_v42_impact_type,baseline_v43_exposure,baseline_v43_net_risk,baseline_v43_risk_band,baseline_v43_augmentation,baseline_v43_impact_type,match_quality,education_label,education_tier,pwm_covered,licensed_profession,foreign_worker_dependency,skillsfuture_eligible
24211,Management consultant,PROFESSIONALS,10799,6053,17995,5.3,5.3,estimated_sg_submajor,derived_from_official_sg,15.05,external_proxy,0.7226,0.7166,0.6778,0.7628,0.1578,moderate,0.2010,low,ai_leveraged,0.1578,moderate,0.1438,low,ai_leveraged,0.0125,0.4446,0.0889,0.0566,0.5333,leveraged,true,-0.1624,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.7582,0.1639,moderate,0.3682,ai_leveraged,0.7442,0.1609,moderate,0.3615,ai_leveraged,direct,Graduate Degree,external_proxy,false,false,false,false
21411,Manufacturing engineer,PROFESSIONALS,4589,2596,6860,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,5.16,external_proxy,0.5139,0.7861,0.5433,0.8098,0.0891,low,0.1172,very_low,stable,0.0891,low,0.0812,low,stable,0.0261,0.4438,0.0888,0.0053,0.7612,shielded,true,-0.5633,prefix,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8414,1.0000,0.4500,0.8500,V5,posterior_task_aware_v5,0.5836,0.1011,low,0.2492,ai_leveraged,0.5100,0.0884,low,0.2178,ai_leveraged,direct,University Degree,external_proxy,false,strict,false,false
21473,Marine engineer,PROFESSIONALS,4603,4130,5700,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,1.11,external_proxy,0.5797,0.6863,0.3445,0.8794,0.1605,moderate,0.0761,very_low,stable,0.1605,moderate,0.1478,low,stable,0.0519,0.3947,0.0789,0.0200,0.5259,shielded,true,-0.1178,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.6511,0.8200,0.8500,0.6500,V5,posterior_task_aware_v5,0.6259,0.1727,moderate,0.1480,ai_leveraged,0.5800,0.1600,moderate,0.1371,ai_leveraged,direct,University Degree,external_proxy,false,strict,false,false
21714,Marine superintendent,PROFESSIONALS,9600,6580,14426,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,0.12,external_proxy,0.5249,0.8378,0.8260,0.7109,0.0612,low,0.1652,very_low,ai_leveraged,0.0612,low,0.0567,low,ai_leveraged,0.0158,0.3711,0.0742,0.0610,0.0966,leveraged,true,-0.0176,exact,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.5968,0.8200,0.8500,0.6500,V5,posterior_task_aware_v5,0.3456,0.0399,very_low,0.2392,ai_leveraged,0.4410,0.0509,low,0.3052,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
21712,Marine superintendent (engineer),PROFESSIONALS,7638,5800,10240,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,0.12,external_proxy,0.4830,0.8378,0.7032,0.7539,0.0593,low,0.1283,very_low,ai_leveraged,0.0593,low,0.0543,low,ai_leveraged,0.0150,0.4211,0.0842,0.0200,0.5259,leveraged,true,-0.0176,exact,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.5968,0.8200,0.8500,0.6500,V5,posterior_task_aware_v5,0.3456,0.0423,very_low,0.2036,ai_leveraged,0.4048,0.0495,very_low,0.2385,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
24312,Market research professional,PROFESSIONALS,7000,5437,9167,5.3,5.3,estimated_sg_submajor,derived_from_official_sg,3.02,external_proxy,0.8177,0.5865,0.4892,0.8288,0.2809,moderate,0.1583,very_low,mixed,0.2809,moderate,0.2538,moderate,mixed,0.0900,0.4823,0.0965,0.0130,0.9586,retooling,true,0.101,false,false,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8396,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.8954,0.3069,high,0.2569,mixed,0.8966,0.3073,high,0.2572,mixed,direct,University Degree,external_proxy,false,partial,false,false
24313,Marketing strategy/planning professional,PROFESSIONALS,8060,4600,11785,5.3,5.3,estimated_sg_submajor,derived_from_official_sg,3.02,external_proxy,0.7902,0.5865,0.6109,0.7862,0.2584,moderate,0.1896,very_low,mixed,0.2584,moderate,0.2343,moderate,ai_leveraged,0.0579,0.4659,0.0932,0.0324,0.7980,leveraged,true,0.101,false,false,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8396,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.8954,0.2911,moderate,0.3208,mixed,0.8544,0.2778,moderate,0.3061,mixed,direct,University Degree,external_proxy,false,partial,false,false
21492,Materials engineer,PROFESSIONALS,8643,6592,10805,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,2.22,external_proxy,0.3749,0.6783,0.4926,0.8276,0.0998,low,0.0672,very_low,stable,0.0998,low,0.0909,low,stable,0.0319,0.4488,0.0898,0.0000,1.0000,shielded,true,-0.0524,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8939,1.0000,0.8500,0.8500,V5,posterior_task_aware_v5,0.5322,0.1417,low,0.1778,ai_leveraged,0.3713,0.0989,low,0.1241,ai_leveraged,direct,University Degree,external_proxy,false,strict,false,false
21441,Mechanical engineer,PROFESSIONALS,6205,4900,8678,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,4.1,external_proxy,0.5911,0.7362,0.4471,0.8435,0.1317,low,0.1080,very_low,stable,0.1317,low,0.1200,low,stable,0.0217,0.4433,0.0887,0.0077,0.8397,shielded,true,-0.1104,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.6275,0.1396,low,0.2066,ai_leveraged,0.5976,0.1330,low,0.1967,ai_leveraged,direct,University Degree,external_proxy,false,strict,false,false
21531,Media and broadcasting engineer,PROFESSIONALS,6049,5012,8631,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,1.08,external_proxy,0.6965,0.1988,0.4248,0.8513,0.4758,high,0.0486,very_low,at_risk,0.4758,high,0.4329,high,at_risk,0.1410,0.4506,0.0901,0.0085,0.8901,retooling,true,-0.0747,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8639,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.8059,0.5497,very_high,0.0681,at_risk,0.7680,0.5238,very_high,0.0649,at_risk,direct,University Degree,external_proxy,false,false,false,false
24332,Medical and pharmaceutical products sales professional,PROFESSIONALS,7259,5524,11385,5.3,5.3,estimated_sg_submajor,derived_from_official_sg,5.72,external_proxy,0.7644,0.5731,0.5710,0.8002,0.2617,moderate,0.1664,very_low,mixed,0.2617,moderate,0.2365,moderate,ai_leveraged,0.0580,0.4816,0.0963,0.0130,0.9328,leveraged,true,0.166,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6603,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.7818,0.2671,moderate,0.2558,mixed,0.8056,0.2752,moderate,0.2636,mixed,direct,University Degree,external_proxy,false,partial,false,false
22693,Medical diagnostic radiographer,PROFESSIONALS,5716,4606,7253,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.3167,0.9002,0.6193,0.7833,0.0248,very_low,0.0761,very_low,stable,0.0248,very_low,0.0225,very_low,stable,0.0052,0.4469,0.0894,0.0000,1.0000,shielded,false,,exact,false,reliability_weighted,divergent,2,aioe:0.4745|ilo:0.5255,false,divergent_exposure_sources,medium,0.7580,0.5500,0.4500,0.8500,V5,posterior_task_aware_v5,0.3521,0.0275,very_low,0.1963,ai_leveraged,0.2548,0.0199,very_low,0.1420,ai_leveraged,direct,Graduate Degree,external_proxy,false,strict,false,false
21342,Medical laboratory scientist,PROFESSIONALS,5979,5412,7443,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,1.41,external_proxy,0.4921,0.8128,0.5193,0.8182,0.0756,low,0.1038,very_low,stable,0.0756,low,0.0701,low,stable,0.0197,0.3640,0.0728,0.0146,0.1094,shielded,true,-0.2679,prefix,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7067,0.8200,0.4500,0.8500,V5,posterior_task_aware_v5,0.5465,0.0837,low,0.2307,ai_leveraged,0.4579,0.0701,low,0.1933,ai_leveraged,direct,Graduate Degree,external_proxy,false,false,false,false
21346,Medical scientist,PROFESSIONALS,5833,5400,6500,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,1.41,external_proxy,0.4931,0.8128,0.5051,0.8232,0.0762,low,0.1010,very_low,stable,0.0762,low,0.0706,low,stable,0.0199,0.3640,0.0728,0.0146,0.1094,shielded,true,-0.2679,prefix,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7067,0.8200,0.4500,0.8500,V5,posterior_task_aware_v5,0.5465,0.0842,low,0.2244,ai_leveraged,0.4579,0.0706,low,0.1880,ai_leveraged,direct,Graduate Degree,external_proxy,false,false,false,false
26353,Medical social worker,PROFESSIONALS,4915,4203,6513,1.9,1.9,estimated_sg_submajor,derived_from_official_sg,5.6,external_proxy,0.4760,0.8601,0.5968,0.7911,0.0527,low,0.1330,very_low,ai_leveraged,0.0527,low,0.0483,very_low,ai_leveraged,0.0150,0.4121,0.0824,0.0000,0.5000,leveraged,true,-0.3093,exact,false,reliability_weighted,divergent,3,aioe:0.3126|anthropic:0.3413|ilo:0.3461,false,divergent_exposure_sources,high,0.7897,0.8200,0.4500,0.6500,V5,posterior_ensemble_fallback_v5,0.3836,0.0425,very_low,0.1969,ai_leveraged,0.3836,0.0425,very_low,0.1969,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
26361,Minister of religion,PROFESSIONALS,6637,4472,12804,1.9,1.9,estimated_sg_submajor,derived_from_official_sg,2.81,external_proxy,0.6602,0.9144,0.6406,0.7758,0.0440,very_low,0.2048,low,ai_leveraged,0.0440,very_low,0.0398,very_low,ai_leveraged,0.0126,0.4816,0.0963,0.0247,0.8883,leveraged,true,-0.1532,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.7693,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.4578,0.0304,very_low,0.2682,ai_leveraged,0.6104,0.0405,very_low,0.3575,ai_leveraged,direct,Graduate Degree,external_proxy,false,false,false,false
21662,Multimedia (including games) designer,PROFESSIONALS,5319,4497,7584,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,2.47,external_proxy,0.6272,0.4813,0.3918,0.8629,0.2823,moderate,0.0720,very_low,at_risk,0.2823,moderate,0.2613,moderate,at_risk,0.0407,0.3722,0.0744,0.0304,0.3389,retooling,true,0.0848,false,false,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.7562,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.7459,0.3338,high,0.1407,mixed,0.6608,0.2958,moderate,0.1246,mixed,direct,University Degree,external_proxy,false,false,false,false
25123,Multimedia (including games) developer,PROFESSIONALS,6331,5422,9496,4.2,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.7929,0.1872,0.5752,0.7987,0.5147,very_high,0.0821,very_low,at_risk,0.5147,very_high,0.4724,high,at_risk,0.1739,0.4108,0.0822,0.0000,0.5000,retooling,false,,prefix,prefix,reliability_weighted,consensus_high,2,aioe:0.4745|ilo:0.5255,false,high_risk_but_positive_labour_market,medium,0.7664,0.5500,0.9500,0.6500,V5,posterior_ensemble_fallback_v5,0.8584,0.5573,very_high,0.0924,at_risk,0.8584,0.5573,very_high,0.0924,at_risk,direct,University Degree,external_proxy,false,false,false,false
21663,Multimedia artist and animator,PROFESSIONALS,5000,3775,8177,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,2.47,external_proxy,0.7508,0.4813,0.4763,0.8333,0.3282,high,0.1115,very_low,at_risk,0.3282,high,0.2997,moderate,at_risk,0.0940,0.4344,0.0869,0.0628,0.6660,retooling,true,0.0848,false,false,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.7562,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.7459,0.3224,high,0.1710,mixed,0.7821,0.3380,high,0.1793,mixed,direct,University Degree,external_proxy,false,false,false,false
25220,"Network, servers and computer systems administrator",PROFESSIONALS,4765,3688,6920,4.2,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.7489,0.1658,0.5615,0.8035,0.5043,very_high,0.0635,very_low,at_risk,0.5043,very_high,0.4595,high,at_risk,0.0458,0.4442,0.0888,0.0257,0.8351,retooling,false,,false,exact,reliability_weighted,divergent,2,aioe:0.4745|ilo:0.5255,true,high_risk_but_exact_demand|high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6880,0.5500,0.4500,0.6500,V5,posterior_task_aware_v5,0.7747,0.5193,very_high,0.0721,at_risk,0.8017,0.5373,very_high,0.0746,at_risk,direct,University Degree,external_proxy,false,false,false,false
22652,Nutritionist,PROFESSIONALS,4684,3232,8074,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,1.27,external_proxy,0.6590,0.9100,0.4820,0.8313,0.0495,very_low,0.1557,very_low,ai_leveraged,0.0495,very_low,0.0452,very_low,ai_leveraged,0.0107,0.4379,0.0876,0.0211,0.6616,leveraged,true,-0.2312,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.7747,0.0580,low,0.3398,ai_leveraged,0.6439,0.0482,very_low,0.2824,ai_leveraged,direct,Graduate Degree,external_proxy,false,strict,false,false
22144,Obstetrician/Gynaecologist,PROFESSIONALS,5965,4741,7002,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,1.9,external_proxy,0.6053,0.9554,0.4498,0.8426,0.0229,very_low,0.1152,very_low,stable,0.0229,very_low,0.0209,very_low,stable,0.0050,0.4325,0.0865,0.0376,0.6978,shielded,true,-0.0708,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.7543,0.8200,0.8500,0.8500,V5,posterior_task_aware_v5,0.4398,0.0165,very_low,0.1890,ai_leveraged,0.4691,0.0176,very_low,0.2016,ai_leveraged,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22631,Occupational health and safety professional,PROFESSIONALS,5000,3263,7313,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,1.27,external_proxy,0.4436,0.9100,0.4713,0.8350,0.0333,very_low,0.1088,very_low,stable,0.0333,very_low,0.0303,very_low,stable,0.0072,0.4609,0.0922,0.0000,1.0000,shielded,true,-0.2312,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8339,1.0000,0.4500,0.8500,V5,posterior_task_aware_v5,0.6845,0.0515,low,0.2936,ai_leveraged,0.4742,0.0356,very_low,0.2034,ai_leveraged,direct,Graduate Degree,external_proxy,false,strict,false,false
22680,Occupational therapist,PROFESSIONALS,4933,4085,6488,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,2.99,external_proxy,0.3976,0.9848,0.6043,0.7885,0.0048,very_low,0.0914,very_low,stable,0.0048,very_low,0.0044,very_low,stable,0.0010,0.3419,0.0684,0.0115,0.1086,shielded,true,0.0206,exact,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.7702,0.8200,0.9500,0.8500,V5,posterior_task_aware_v5,0.2868,0.0034,very_low,0.1707,ai_leveraged,0.2865,0.0034,very_low,0.1705,ai_leveraged,direct,Graduate Degree,external_proxy,false,strict,false,false
24352,Oil and bunker trader,PROFESSIONALS,14896,8610,20000,5.3,5.3,estimated_sg_submajor,derived_from_official_sg,12.04,external_proxy,0.5575,0.4242,0.6825,0.7611,0.2443,moderate,0.0988,very_low,stable,0.2443,moderate,0.2220,moderate,stable,0.0807,0.4565,0.0913,0.0000,1.0000,balanced,true,0.0904,false,false,reliability_weighted,consensus_high,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.7830,0.8200,0.9500,0.6500,V5,posterior_task_aware_v5,0.8644,0.3788,high,0.2503,mixed,0.5911,0.2591,moderate,0.1711,mixed,direct,University Degree,external_proxy,false,partial,false,false
21212,Operations research analyst,PROFESSIONALS,6352,4760,9530,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,1.02,external_proxy,0.7921,0.3520,0.4802,0.8319,0.4292,high,0.0977,very_low,at_risk,0.4292,high,0.3891,high,at_risk,0.0650,0.4674,0.0935,0.0283,0.8440,retooling,true,-0.1791,false,false,reliability_weighted,consensus_high,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,high_risk_but_positive_labour_market,high,0.7935,0.8200,0.9500,0.6500,V5,posterior_task_aware_v5,0.8899,0.4797,high,0.1505,mixed,0.8790,0.4739,high,0.1486,mixed,direct,Graduate Degree,external_proxy,false,false,false,false
22145,Ophthalmologist,PROFESSIONALS,6804,6205,10257,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,1.9,external_proxy,0.4701,0.9554,0.5379,0.8117,0.0171,very_low,0.1076,very_low,stable,0.0171,very_low,0.0159,very_low,stable,0.0038,0.3581,0.0716,0.0218,0.1209,shielded,true,-0.0708,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.7468,0.8200,0.8500,0.8500,V5,posterior_task_aware_v5,0.4398,0.0159,very_low,0.2261,ai_leveraged,0.3860,0.0140,very_low,0.1984,ai_leveraged,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22670,Optometrist,PROFESSIONALS,5241,4342,6191,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,2.24,external_proxy,0.3049,0.9394,0.4297,0.8496,0.0157,very_low,0.0513,very_low,stable,0.0157,very_low,0.0143,very_low,stable,0.0035,0.4337,0.0867,0.0000,1.0000,shielded,true,-0.186,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7306,1.0000,0.8500,0.8500,V5,posterior_task_aware_v5,0.3207,0.0165,very_low,0.1295,ai_leveraged,0.2383,0.0123,very_low,0.0962,stable,direct,Graduate Degree,external_proxy,false,strict,false,false
22135,Orthopaedic surgeon,PROFESSIONALS,5836,5580,6539,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,0.18,external_proxy,0.3708,0.9554,0.3840,0.8656,0.0143,very_low,0.0566,very_low,stable,0.0143,very_low,0.0132,very_low,stable,0.0032,0.3845,0.0769,0.0000,0.5000,shielded,true,-0.3485,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,medium,0.6943,0.8200,0.4500,0.8500,V5,posterior_ensemble_fallback_v5,0.2319,0.0089,very_low,0.0851,stable,0.2319,0.0089,very_low,0.0851,stable,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22148,"Otorhinolaryngologist/Ear, nose, throat (ENT) specialist",PROFESSIONALS,6624,6097,9707,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,1.9,external_proxy,0.5098,0.9554,0.5162,0.8193,0.0186,very_low,0.1443,very_low,ai_leveraged,0.0186,very_low,0.0170,very_low,ai_leveraged,0.0042,0.4278,0.0856,0.0000,0.5000,leveraged,true,-0.0708,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.7468,0.8200,0.8500,0.8500,V5,posterior_ensemble_fallback_v5,0.4398,0.0161,very_low,0.2169,ai_leveraged,0.4398,0.0161,very_low,0.2169,ai_leveraged,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22126,Paediatrician,PROFESSIONALS,5789,4530,6752,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,2.54,external_proxy,0.5377,0.9554,0.4652,0.8372,0.0202,very_low,0.0985,very_low,stable,0.0202,very_low,0.0185,very_low,stable,0.0045,0.4046,0.0809,0.0288,0.5263,shielded,true,-0.0056,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,medium,0.7864,1.0000,0.8500,0.8500,V5,posterior_task_aware_v5,0.4267,0.0159,very_low,0.1897,ai_leveraged,0.4011,0.0150,very_low,0.1783,ai_leveraged,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
24233,Personnel/Human resource officer,PROFESSIONALS,4000,3370,4605,5.3,5.3,estimated_sg_submajor,derived_from_official_sg,7.07,external_proxy,0.4868,0.6123,0.3291,0.8848,0.1670,moderate,0.0685,very_low,stable,0.1670,moderate,0.1525,moderate,stable,0.0389,0.4352,0.0870,0.0000,1.0000,balanced,true,-0.1685,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8500,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.8386,0.2877,moderate,0.1690,mixed,0.5762,0.1977,moderate,0.1161,stable,direct,University Degree,external_proxy,false,false,false,false
22621,Pharmacist (patient care),PROFESSIONALS,5466,4504,7346,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,4.69,external_proxy,0.5051,0.9768,0.4564,0.8403,0.0099,very_low,0.1103,very_low,stable,0.0099,very_low,0.0090,very_low,stable,0.0021,0.4256,0.0851,0.0062,0.7602,shielded,true,0.065,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8939,1.0000,0.8500,0.8500,V5,posterior_task_aware_v5,0.5268,0.0103,very_low,0.2348,ai_leveraged,0.4572,0.0089,very_low,0.2038,ai_leveraged,direct,Graduate Degree,external_proxy,false,strict,false,false
21341,Pharmacologist,PROFESSIONALS,6706,4313,13118,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,1.41,external_proxy,0.5788,0.8128,0.7268,0.7456,0.0808,low,0.2145,low,ai_leveraged,0.0808,low,0.0734,low,ai_leveraged,0.0212,0.4555,0.0911,0.0000,0.5000,leveraged,true,-0.2679,prefix,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7067,0.8200,0.4500,0.8500,V5,posterior_ensemble_fallback_v5,0.5465,0.0763,low,0.3229,ai_leveraged,0.5465,0.0763,low,0.3229,ai_leveraged,direct,Graduate Degree,external_proxy,false,false,false,false
