ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,estimated_sg_employment_thousands,employment_thousands,employment_basis,employment_family_code,employment_family_total_thousands,employment_weight_within_family,employment_estimate_method,employment_tier,bls_proxy_employment,wage_pool_proxy_tier,exposure,bottleneck,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,structural_risk,structural_risk_band,transition_adjusted_risk,transition_adjusted_band,transition_adjusted_impact_type,realized_risk_proxy,adaptation_capacity,adaptation_buffer,demand_fragility,reallocation_capacity,profile,anthropic_calibrated,anthropic_gap,sol_match,jobs_in_demand_match,exposure_blend_strategy,exposure_agreement,exposure_source_count,exposure_source_weights,signal_conflict,signal_conflict_reasons,confidence_level,confidence_score,confidence_source_coverage,confidence_signal_agreement,confidence_sensitivity,structural_model_version,scoring_basis,baseline_v42_exposure,baseline_v42_net_risk,baseline_v42_risk_band,baseline_v42_augmentation,baseline_v42_impact_type,baseline_v43_exposure,baseline_v43_net_risk,baseline_v43_risk_band,baseline_v43_augmentation,baseline_v43_impact_type,match_quality,education_label,education_tier,pwm_covered,licensed_profession,foreign_worker_dependency,skillsfuture_eligible
34210,Athlete/Sportsman,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2658,2415,4000,2.2,2.2,estimated_sg_submajor_weighted_2025,34,38.8,0.056377,wage_only,derived_from_official_sg,,external_proxy,0.5063,0.7130,0.3479,0.8434,0.1226,low,0.1256,very_low,ai_leveraged,,,,,,,,,,,,true,-0.0915,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.7763,1.0000,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31143,Audio and video equipment technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3869,3012,5235,2,2,estimated_sg_submajor_weighted_2025,31,105.4,0.019335,wage_only,derived_from_official_sg,,external_proxy,0.3621,0.5089,0.3399,0.8470,0.1506,moderate,0.0626,very_low,stable,,,,,,,,,,,,true,-0.2086,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,medium,0.6760,1.0000,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
33132,Audit associate professional,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5050,4500,5750,9.5,9.5,estimated_sg_submajor_weighted_2025,33,258.9,0.036776,wage_only,derived_from_official_sg,,external_proxy,0.8917,0.3021,0.2931,0.8681,0.5402,very_high,0.0790,very_low,at_risk,,,,,,,,,,,,true,-0.0855,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8639,1.0000,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31174,Automation technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3449,2799,4836,1.9,1.9,estimated_sg_submajor_weighted_2025,31,105.4,0.018255,wage_only,derived_from_official_sg,,external_proxy,0.2808,0.5490,0.3082,0.8613,0.1091,low,0.0475,very_low,stable,,,,,,,,,,,,true,-0.2736,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8939,1.0000,0.8500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31212,Automotive engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3778,2800,4953,2,2,estimated_sg_submajor_weighted_2025,31,105.4,0.019106,wage_only,derived_from_official_sg,,external_proxy,0.2901,0.5490,0.3184,0.8567,0.1121,low,0.0507,very_low,stable,,,,,,,,,,,,true,-0.2736,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8939,1.0000,0.8500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31122,Building technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3623,3029,3960,2,2,estimated_sg_submajor_weighted_2025,31,105.4,0.018710,wage_only,derived_from_official_sg,,external_proxy,0.4633,0.7077,0.3342,0.8496,0.1151,low,0.1096,very_low,stable,,,,,,,,,,,,true,-0.1078,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7430,1.0000,0.8500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
33221,Business development executive,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5000,3975,7455,9.5,9.5,estimated_sg_submajor_weighted_2025,33,258.9,0.036593,wage_only,derived_from_official_sg,,external_proxy,0.8774,0.4367,0.4036,0.8184,0.4045,high,0.1547,very_low,mixed,,,,,,,,,,,,true,-0.0206,false,false,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.9089,1.0000,0.9500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
33231,Buyer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4694,3608,6115,9.2,9.2,estimated_sg_submajor_weighted_2025,33,258.9,0.035456,wage_only,derived_from_official_sg,,external_proxy,0.6993,0.6230,0.3646,0.8359,0.2204,moderate,0.1589,very_low,ai_leveraged,,,,,,,,,,,,true,0.3515,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8095,1.0000,0.4500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
34341,Chef,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3850,3105,4850,2.6,2.6,estimated_sg_submajor_weighted_2025,34,38.8,0.067851,wage_only,derived_from_official_sg,,external_proxy,0.5376,0.7968,0.3719,0.8327,0.0910,low,0.1593,very_low,ai_leveraged,,,,,,,,,,,,true,-0.0483,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8339,1.0000,0.4500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31161,Chemical engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4925,3951,6153,2.3,2.3,estimated_sg_submajor_weighted_2025,31,105.4,0.021814,wage_only,derived_from_official_sg,,external_proxy,0.5388,0.3182,0.3656,0.8355,0.3069,high,0.0627,very_low,at_risk,,,,,,,,,,,,true,0.5046,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.7639,1.0000,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31163,Chemical engineering technician (petrochemicals),ASSOCIATE PROFESSIONALS AND TECHNICIANS,5738,4589,7446,2.5,2.5,estimated_sg_submajor_weighted_2025,31,105.4,0.023546,wage_only,derived_from_official_sg,,external_proxy,0.5388,0.3182,0.3811,0.8285,0.3044,high,0.0653,very_low,at_risk,,,,,,,,,,,,true,0.5046,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.7639,1.0000,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31111,Chemistry technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4765,3554,6199,2.3,2.3,estimated_sg_submajor_weighted_2025,31,105.4,0.021457,wage_only,derived_from_official_sg,,external_proxy,0.5197,0.3779,0.4701,0.7885,0.2549,moderate,0.0923,very_low,at_risk,,,,,,,,,,,,true,0.3455,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6929,1.0000,0.4500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31121,Civil engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4310,2990,5720,2.2,2.2,estimated_sg_submajor_weighted_2025,31,105.4,0.020407,wage_only,derived_from_official_sg,,external_proxy,0.4633,0.7077,0.3655,0.8355,0.1132,low,0.1198,very_low,stable,,,,,,,,,,,,true,-0.1078,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7430,1.0000,0.8500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31183,Civil/Structural engineering draughtsman,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2819,2471,4000,1.7,1.7,estimated_sg_submajor_weighted_2025,31,105.4,0.016504,wage_only,derived_from_official_sg,,external_proxy,0.3786,0.6337,0.2337,0.8948,0.1241,low,0.0561,very_low,stable,,,,,,,,,,,,false,,false,false,reliability_weighted,aligned_mid,2,aioe:0.4745|ilo:0.5255,false,,medium,0.6655,0.5500,0.8500,0.6500,,,,,,,,,,,,,submajor_fallback,,external_proxy,false,,,false
33311,Clearing and forwarding agent,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4047,3504,4823,8.5,8.5,estimated_sg_submajor_weighted_2025,33,258.9,0.032922,wage_only,derived_from_official_sg,,external_proxy,0.8975,0.0062,0.2648,0.8808,0.7856,very_high,0.0015,very_low,at_risk,,,,,,,,,,,,true,-0.0585,false,false,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8912,1.0000,0.9500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31412,Clinical research coordinator,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4500,3905,5986,2.2,2.2,estimated_sg_submajor_weighted_2025,31,105.4,0.020852,wage_only,derived_from_official_sg,,external_proxy,0.5199,0.3957,0.3845,0.8270,0.2598,moderate,0.0791,very_low,at_risk,,,,,,,,,,,,true,0.071,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8639,1.0000,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
32530,Community health worker,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3103,3000,4425,1.2,1.2,estimated_sg_submajor_weighted_2025,32,17.1,0.067458,wage_only,derived_from_official_sg,,external_proxy,0.3478,0.4581,0.3413,0.8464,0.1595,moderate,0.0544,very_low,stable,,,,,,,,,,,,true,0.2179,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.7964,1.0000,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
35110,Computer systems operator,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5425,4357,8143,3.1,3.1,estimated_sg_submajor_weighted_2025,35,22.4,0.136256,wage_only,derived_from_official_sg,,external_proxy,0.7670,0.2442,0.4315,0.8058,0.4672,high,0.0808,very_low,at_risk,,,,,,,,,,,,true,0.2778,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.7639,1.0000,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
33493,Crewing executive (ship),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4377,3539,6167,8.9,8.9,estimated_sg_submajor_weighted_2025,33,258.9,0.034238,wage_only,derived_from_official_sg,,external_proxy,0.7775,0.4153,0.3233,0.8545,0.3884,high,0.1044,very_low,at_risk,,,,,,,,,,,,true,0.0041,false,false,reliability_weighted,consensus_high,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,high_risk_but_positive_labour_market,high,0.8627,0.8200,0.9500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
32143,Dental technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3032,2642,3649,1.1,1.1,estimated_sg_submajor_weighted_2025,32,17.1,0.066682,wage_only,derived_from_official_sg,,external_proxy,0.2283,0.8627,0.3192,0.8564,0.0268,very_low,0.0629,very_low,stable,,,,,,,,,,,,true,-0.3235,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,medium,0.6751,1.0000,0.4500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31131,Electrical engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4235,3081,5461,2.1,2.1,estimated_sg_submajor_weighted_2025,31,105.4,0.020228,wage_only,derived_from_official_sg,,external_proxy,0.3499,0.4305,0.4256,0.8085,0.1611,moderate,0.0641,very_low,stable,,,,,,,,,,,,true,-0.0675,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,medium,0.6996,1.0000,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31182,Electrical/Electronics draughtsman,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3518,2400,4400,1.9,1.9,estimated_sg_submajor_weighted_2025,31,105.4,0.018437,wage_only,derived_from_official_sg,,external_proxy,0.3786,0.6337,0.3202,0.8559,0.1187,low,0.0768,very_low,stable,,,,,,,,,,,,false,,false,false,reliability_weighted,aligned_mid,2,aioe:0.4745|ilo:0.5255,false,,medium,0.6955,0.5500,0.8500,0.8500,,,,,,,,,,,,,submajor_fallback,,external_proxy,false,,,false
31141,Electronics engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4071,3287,5374,2.1,2.1,estimated_sg_submajor_weighted_2025,31,105.4,0.019833,wage_only,derived_from_official_sg,,external_proxy,0.3621,0.5089,0.3223,0.8550,0.1520,moderate,0.0594,very_low,stable,,,,,,,,,,,,true,-0.2086,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,medium,0.6760,1.0000,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
33330,Employment agent/Labour contractor,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4522,3084,7335,9,9,estimated_sg_submajor_weighted_2025,33,258.9,0.034800,wage_only,derived_from_official_sg,,external_proxy,0.7063,0.1337,0.5595,0.7482,0.4578,high,0.0528,very_low,at_risk,,,,,,,,,,,,true,0.0064,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.7564,1.0000,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
32200,Enrolled/Assistant nurse (excluding registered nurse),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4904,3344,6705,1.5,1.5,estimated_sg_submajor_weighted_2025,32,17.1,0.084804,wage_only,derived_from_official_sg,,external_proxy,0.1659,0.7558,0.5649,0.7458,0.0302,very_low,0.0708,very_low,stable,,,,,,,,,,,,true,-0.0668,false,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.8693,0.8200,0.9500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
32571,Environmental inspector (environmental public health),ASSOCIATE PROFESSIONALS AND TECHNICIANS,7373,4794,10408,1.7,1.7,estimated_sg_submajor_weighted_2025,32,17.1,0.103984,wage_only,derived_from_official_sg,,external_proxy,0.3549,0.4581,0.4971,0.7763,0.1493,low,0.0808,very_low,stable,,,,,,,,,,,,true,0.2179,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.7639,1.0000,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
33320,Exhibition/Conference/Event planner (including wedding planner/coordinator),ASSOCIATE PROFESSIONALS AND TECHNICIANS,3740,3000,4861,8.2,8.2,estimated_sg_submajor_weighted_2025,33,258.9,0.031648,wage_only,derived_from_official_sg,,external_proxy,0.7952,0.5686,0.3081,0.8613,0.2955,moderate,0.1393,very_low,mixed,,,,,,,,,,,,true,-0.1517,false,false,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8789,1.0000,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
33121,Financial markets back office administrator,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5366,4000,6700,9.8,9.8,estimated_sg_submajor_weighted_2025,33,258.9,0.037909,wage_only,derived_from_official_sg,,external_proxy,0.9081,0.2050,0.4494,0.7977,0.5760,very_high,0.0837,very_low,at_risk,,,,,,,,,,,,true,-0.1831,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8839,1.0000,0.8500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31711,Fire and safety inspector,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3810,2504,7464,2,2,estimated_sg_submajor_weighted_2025,31,105.4,0.019187,wage_only,derived_from_official_sg,,external_proxy,0.2344,0.7754,0.5245,0.7640,0.0402,very_low,0.0953,very_low,stable,,,,,,,,,,,,true,-0.1203,false,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.6778,0.8200,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31593,Flight operations officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3778,2848,5200,2,2,estimated_sg_submajor_weighted_2025,31,105.4,0.019106,wage_only,derived_from_official_sg,,external_proxy,0.3182,0.6337,0.2956,0.8670,0.1010,low,0.0596,very_low,stable,,,,,,,,,,,,false,,false,false,reliability_weighted,insufficient_data,1,aioe:1.0000,false,,low,0.4150,0.1000,0.2500,0.8500,,,,,,,,,,,,,submajor_fallback,,external_proxy,false,,,false
31522,Harbour pilot,ASSOCIATE PROFESSIONALS AND TECHNICIANS,8833,7093,10052,3.2,3.2,estimated_sg_submajor_weighted_2025,31,105.4,0.029214,wage_only,derived_from_official_sg,,external_proxy,0.1523,0.7772,0.3443,0.8451,0.0287,very_low,0.0408,very_low,stable,,,,,,,,,,,,true,0.0758,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8939,1.0000,0.8500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
36203,Information technology trainer (extracurriculum),ASSOCIATE PROFESSIONALS AND TECHNICIANS,6119,4249,8550,9.2,9.2,estimated_sg_submajor_weighted_2025,36,51.2,0.178897,wage_only,derived_from_official_sg,,external_proxy,0.9046,0.3645,0.5784,0.7397,0.4253,high,0.1907,very_low,mixed,,,,,,,,,,,,false,,false,false,reliability_weighted,insufficient_data,1,aioe:1.0000,false,high_risk_but_positive_labour_market,medium,0.5375,0.1000,0.2500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31144,Instrumentation technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3626,2826,4580,2,2,estimated_sg_submajor_weighted_2025,31,105.4,0.018718,wage_only,derived_from_official_sg,,external_proxy,0.3621,0.5089,0.3812,0.8285,0.1473,low,0.0702,very_low,stable,,,,,,,,,,,,true,-0.2086,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,medium,0.6760,1.0000,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
33211,Insurance sales agent/broker (including independent financial planner),ASSOCIATE PROFESSIONALS AND TECHNICIANS,5780,4350,6887,10.2,10.2,estimated_sg_submajor_weighted_2025,33,258.9,0.039344,wage_only,derived_from_official_sg,,external_proxy,0.8493,0.0089,0.4473,0.7987,0.6723,very_high,0.0034,very_low,at_risk,,,,,,,,,,,,true,-0.1154,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8939,1.0000,0.8500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
34321,Interior designer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4700,3430,6000,2.9,2.9,estimated_sg_submajor_weighted_2025,34,38.8,0.074968,wage_only,derived_from_official_sg,,external_proxy,0.4850,0.1738,0.3719,0.8326,0.3337,high,0.0314,very_low,at_risk,,,,,,,,,,,,true,-0.0276,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.7075,1.0000,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
33393,International market agent/representative (e.g. junket operator),ASSOCIATE PROFESSIONALS AND TECHNICIANS,9530,5124,19300,13.2,13.2,estimated_sg_submajor_weighted_2025,33,258.9,0.050520,wage_only,derived_from_official_sg,,external_proxy,0.7773,0.5027,0.6584,0.7037,0.2720,moderate,0.2572,low,mixed,,,,,,,,,,,,true,-0.0072,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8564,1.0000,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
35121,IT Infrastructure technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4100,3200,5249,2.7,2.7,estimated_sg_submajor_weighted_2025,35,22.4,0.118453,wage_only,derived_from_official_sg,,external_proxy,0.7553,0.3449,0.3225,0.8549,0.4230,high,0.0840,very_low,at_risk,,,,,,,,,,,,true,0.5887,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6939,1.0000,0.4500,0.8500,,,,,,,,,,,,,submajor_fallback,,external_proxy,false,,,false
35122,IT security technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4542,3859,7000,2.8,2.8,estimated_sg_submajor_weighted_2025,35,22.4,0.124675,wage_only,derived_from_official_sg,,external_proxy,0.7553,0.3449,0.4957,0.7770,0.3844,high,0.1291,very_low,mixed,,,,,,,,,,,,true,0.5887,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6864,1.0000,0.4500,0.8500,,,,,,,,,,,,,submajor_fallback,,external_proxy,false,,,false
35123,IT support technician (including IT user helpdesk technician),ASSOCIATE PROFESSIONALS AND TECHNICIANS,5148,3760,7447,3,3,estimated_sg_submajor_weighted_2025,35,22.4,0.132732,wage_only,derived_from_official_sg,,external_proxy,0.7553,0.3449,0.4685,0.7892,0.3905,high,0.1220,very_low,mixed,,,,,,,,,,,,true,0.5887,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6939,1.0000,0.4500,0.8500,,,,,,,,,,,,,submajor_fallback,,external_proxy,false,,,false
34342,Kitchen operations head/supervisor,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3949,3329,4000,2.7,2.7,estimated_sg_submajor_weighted_2025,34,38.8,0.068718,wage_only,derived_from_official_sg,,external_proxy,0.5376,0.7968,0.2687,0.8791,0.0960,low,0.1151,very_low,stable,,,,,,,,,,,,true,-0.0483,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8339,1.0000,0.4500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31123,Land surveying technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3400,2560,5494,1.9,1.9,estimated_sg_submajor_weighted_2025,31,105.4,0.018125,wage_only,derived_from_official_sg,,external_proxy,0.4633,0.7077,0.3842,0.8271,0.1120,low,0.1260,very_low,ai_leveraged,,,,,,,,,,,,true,-0.1078,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7430,1.0000,0.8500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31602,Landscape operations officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3325,2830,3903,1.9,1.9,estimated_sg_submajor_weighted_2025,31,105.4,0.017924,wage_only,derived_from_official_sg,,external_proxy,0.2303,0.8725,0.3302,0.8514,0.0250,very_low,0.0664,very_low,stable,,,,,,,,,,,,true,0.3696,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.6179,0.8200,0.4500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
36201,Language instructor (extracurriculum),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4329,3905,4900,7.7,7.7,estimated_sg_submajor_weighted_2025,36,51.2,0.150472,wage_only,derived_from_official_sg,,external_proxy,0.9046,0.3645,0.4012,0.8195,0.4711,high,0.1323,very_low,mixed,,,,,,,,,,,,false,,false,false,reliability_weighted,insufficient_data,1,aioe:1.0000,false,high_risk_but_positive_labour_market,medium,0.5150,0.1000,0.2500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
34110,Legal associate professional (e.g. paralegal),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4557,3535,7200,2.9,2.9,estimated_sg_submajor_weighted_2025,34,38.8,0.073819,wage_only,derived_from_official_sg,,external_proxy,0.7815,0.0472,0.4453,0.7996,0.5954,very_high,0.0164,very_low,at_risk,,,,,,,,,,,,true,-0.0067,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8939,1.0000,0.8500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
34331,Library officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2936,2300,3312,2.3,2.3,estimated_sg_submajor_weighted_2025,34,38.8,0.059252,wage_only,derived_from_official_sg,,external_proxy,0.5456,0.7629,0.3253,0.8536,0.1104,low,0.1354,very_low,ai_leveraged,,,,,,,,,,,,true,-0.6444,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8339,1.0000,0.4500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
31132,Lift technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4374,3207,5669,2.2,2.2,estimated_sg_submajor_weighted_2025,31,105.4,0.020558,wage_only,derived_from_official_sg,,external_proxy,0.3499,0.4305,0.3745,0.8315,0.1657,moderate,0.0564,very_low,stable,,,,,,,,,,,,true,-0.0675,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,medium,0.6996,1.0000,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
